CustomerID,Q109_1,QS2,QS3,AGE,hqAge,hqSportsParticipate_1,hqSportsParticipate_2,hqSportsParticipate_3,hqSportsParticipate_4,hqSportsParticipate_98,hqSportsEver_1,hqSportsEver_2,hqSportsEver_3,hqSportsEver_4,hqSportsEver_5,hqSportsEver_6,hqSportsEver_7,hqSportsEver_8,hqSportsEver_9,hqSportsEver_10,hqSportsEver_11,hqSportsEver_12,hqSportsEver_98,hqNumberOfSports_1,hqRun,hqCycle,hqTri,hqRunCycleTri,hqSpend,QS6_1,QS6_2,QS6_3,QS6_4,QS6_5,QS6_6,QS6_7,QS6_8,QS6_9,QS6_10,QS6_11,QS6_98,hqTrack,hqGPS,QS7_1,QS7_2,QS7_3,QS7_4,QS7_5,QS7_6,QS7_7,QS7_8,QS7_9,QS8,hqIndoorTrainer,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q1_8,Q1_9,Q1_10,Q1_11,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q2_11,Q2_12,cluster
473,non-sample,1,89,32,4,NA,1,1,NA,1,1,1,1,NA,1,1,NA,1,1,NA,1,1,1,10,2,1,2,1,3,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,5,1,3,1,1,2,3,2,2,3,3,4,2,4,5,4,2,4,3,4,4,2,3,1,5,2
478,non-sample,2,88,33,4,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,NA,10,1,1,1,1,3,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,4,1,3,3,1,3,4,1,2,3,2,3,4,3,4,5,3,5,4,3,4,5,5,3,4,2
480,non-sample,1,88,33,4,1,1,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,8,1,1,1,1,2,0,0,1,1,1,1,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,0,7,1,1,3,1,1,1,2,1,4,3,4,4,5,3,5,5,5,4,5,5,2,3,4,5,3
483,non-sample,1,87,34,4,1,1,NA,NA,1,1,1,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,6,1,1,2,1,2,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,6,1,2,1,1,1,1,2,2,3,3,2,2,4,4,4,4,4,2,4,4,1,3,2,2,2
484,non-sample,2,87,34,4,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,NA,NA,1,8,1,1,1,1,3,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,4,1,4,3,3,1,4,4,3,3,4,4,4,5,4,4,5,4,5,4,4,4,4,1,4,2
485,non-sample,1,87,34,4,NA,1,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,4,2,1,2,1,3,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,1,1,0,5,1,4,4,3,3,3,3,4,2,2,3,2,3,4,4,3,4,3,4,4,1,3,3,5,2
486,non-sample,1,87,34,4,1,1,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,4,1,1,2,1,3,0,0,1,1,0,1,0,0,0,1,0,0,1,2,0,1,1,0,0,0,0,1,0,5,1,3,4,1,2,2,4,4,2,2,4,4,4,5,4,3,5,2,4,5,5,4,1,5,2
487,non-sample,1,87,34,4,NA,1,NA,NA,1,NA,1,1,NA,1,1,NA,NA,1,1,NA,NA,NA,6,2,1,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,6,1,2,4,2,3,3,2,2,2,4,2,3,2,4,4,4,5,2,2,4,3,2,4,1,1
491,non-sample,1,87,34,4,1,1,NA,NA,1,1,1,NA,NA,1,1,NA,NA,1,NA,NA,1,NA,6,1,1,2,1,2,0,0,1,0,1,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,5,1,1,4,2,4,1,4,2,3,2,1,2,2,5,4,3,5,3,2,5,5,4,3,3,1
492,non-sample,1,87,34,4,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,NA,10,1,1,1,1,3,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,5,1,4,3,1,1,4,1,2,4,4,4,2,4,4,4,5,5,3,3,4,4,4,3,3,2
497,non-sample,1,86,35,5,NA,1,NA,NA,1,NA,1,1,NA,1,1,1,1,1,1,1,1,1,11,2,1,2,1,3,0,0,0,1,0,1,1,0,0,1,0,0,1,2,0,0,0,0,0,0,1,1,0,3,1,1,4,2,3,2,1,2,3,2,3,2,3,4,4,2,4,3,1,3,3,3,1,5,2
499,non-sample,1,86,35,5,1,1,NA,NA,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,12,2,1,2,1,3,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,4,1,2,4,1,4,4,4,1,3,2,3,2,2,4,4,2,5,1,4,5,4,3,3,1,1
505,non-sample,1,86,35,5,1,1,NA,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,12,1,1,1,1,3,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,1,0,4,1,3,3,1,2,1,1,1,1,2,1,2,5,4,5,5,5,4,5,5,5,5,3,4,3
508,non-sample,1,85,36,5,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,NA,1,1,10,1,1,1,1,3,0,0,1,1,0,1,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,1,0,5,1,2,4,1,2,1,4,1,1,2,4,4,3,4,3,4,4,3,4,4,5,5,2,4,2
509,non-sample,1,85,36,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,1,1,1,1,3,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,5,1,4,4,1,2,1,1,1,1,3,3,3,4,5,4,5,5,5,4,5,5,4,3,4,3
511,non-sample,1,85,36,5,1,1,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,1,NA,NA,NA,6,2,1,2,1,3,0,0,1,1,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,5,1,2,3,1,3,3,2,3,3,2,2,3,2,4,4,3,4,4,3,4,4,4,1,3,2
513,non-sample,1,85,36,5,1,1,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,1,NA,1,1,8,1,1,2,1,3,0,0,1,1,0,1,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,1,0,4,1,2,3,2,3,3,1,1,1,2,3,3,1,4,3,1,3,3,2,4,4,4,2,4,2
514,non-sample,1,85,36,5,1,1,1,NA,1,1,1,1,NA,1,1,NA,NA,1,1,NA,NA,1,8,2,1,2,1,3,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,NA,2,3,4,1,2,2,2,1,2,2,4,4,4,5,5,4,5,4,4,3,2,4,5,4,2
518,non-sample,1,84,37,5,NA,1,NA,NA,1,NA,1,NA,NA,1,1,NA,1,1,NA,1,NA,NA,6,2,1,2,1,3,0,0,0,1,0,1,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,3,1,4,4,2,2,1,3,3,1,3,4,4,3,4,3,2,4,4,4,5,4,1,3,5,2
519,non-sample,1,84,37,5,NA,1,1,NA,1,1,1,1,NA,1,1,NA,NA,NA,1,NA,NA,NA,6,2,1,2,1,2,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,NA,2,2,4,1,2,1,3,2,3,3,3,4,4,5,5,3,5,4,4,4,3,1,1,4,2
520,non-sample,1,84,37,5,NA,1,NA,NA,1,1,1,1,NA,1,1,NA,NA,1,1,1,NA,NA,8,2,1,2,1,3,0,0,1,1,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,4,1,3,4,1,3,2,4,2,3,3,2,3,3,4,4,4,5,3,3,4,5,5,2,4,2
526,non-sample,1,83,38,5,1,1,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,7,1,1,1,1,2,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,5,1,1,2,1,2,3,1,1,2,1,4,2,5,2,5,4,5,2,5,4,4,5,3,2,3
527,non-sample,1,83,38,5,1,1,1,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,NA,7,1,1,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5,1,4,4,1,4,4,1,1,1,1,4,1,2,2,2,3,3,4,2,2,1,3,1,1,1
528,non-sample,1,83,38,5,NA,1,NA,NA,1,1,1,1,NA,1,1,1,NA,NA,1,NA,NA,NA,7,2,1,2,1,3,0,0,0,1,0,1,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,1,0,7,1,2,3,2,3,3,2,1,1,4,3,3,3,3,4,3,4,3,3,3,1,1,3,1,1
529,non-sample,1,83,38,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,1,1,1,1,3,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,6,1,2,4,1,2,2,4,2,3,2,4,4,4,5,5,5,5,3,4,5,5,5,3,5,2
530,non-sample,1,83,38,5,1,1,NA,NA,1,1,1,1,NA,1,1,NA,1,1,1,NA,1,1,10,2,1,2,1,2,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,1,1,0,0,0,0,1,0,6,1,3,4,1,4,4,4,1,4,1,4,3,1,4,5,3,4,4,3,4,5,5,4,5,1
531,non-sample,2,83,38,5,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,11,1,1,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,5,1,2,3,1,3,3,1,1,3,2,3,3,4,4,3,3,4,3,4,3,4,3,1,2,2
538,non-sample,1,82,39,5,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,1,8,1,1,1,1,3,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,4,1,2,4,1,2,1,4,1,2,4,4,4,2,5,5,5,5,4,5,5,5,5,3,5,3
541,non-sample,1,82,39,5,1,1,NA,NA,1,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,6,2,1,2,1,3,0,0,1,1,0,1,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,5,1,2,2,3,3,1,1,2,3,2,2,3,2,4,4,3,5,3,2,4,3,5,1,5,2
561,non-sample,1,81,40,6,NA,1,NA,NA,1,1,1,1,NA,1,1,NA,1,1,1,1,1,1,11,2,1,2,1,2,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,4,1,1,4,2,3,4,2,1,2,3,1,3,1,2,3,1,4,1,2,2,3,3,2,2,1
562,non-sample,1,81,40,6,NA,1,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,5,2,1,2,1,3,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,5,1,2,4,1,2,1,2,2,3,2,3,2,5,4,4,5,5,3,4,3,4,4,4,3,2
563,non-sample,1,81,40,6,NA,1,NA,NA,1,NA,1,NA,NA,1,1,1,NA,1,1,NA,NA,NA,6,2,1,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,4,1,2,3,2,1,3,2,2,2,2,2,2,3,5,5,2,4,3,3,3,1,1,1,1,1
564,non-sample,1,81,40,6,1,1,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,5,2,1,2,1,3,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,6,1,3,4,1,4,1,3,3,1,3,4,4,3,5,5,5,5,4,4,5,1,1,3,4,3
565,non-sample,1,81,40,6,NA,1,1,NA,1,1,1,1,NA,1,1,NA,NA,1,1,NA,1,NA,8,2,1,2,1,3,0,0,1,1,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,5,1,1,4,1,4,4,4,2,1,1,4,4,4,5,2,4,5,5,4,5,1,2,2,5,3
570,non-sample,1,81,40,6,1,1,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,1,NA,1,1,8,2,1,2,1,3,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,5,1,3,3,1,3,3,2,2,1,3,4,2,4,3,3,2,4,3,3,4,3,3,2,2,2
572,non-sample,1,81,40,6,1,1,1,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,11,2,1,2,1,2,0,0,1,0,0,0,1,0,1,1,0,1,1,2,0,0,0,0,0,0,0,1,0,3,1,2,4,1,3,3,3,1,2,2,4,2,4,4,5,3,3,4,4,4,5,3,3,3,2
573,non-sample,1,81,40,6,1,1,1,NA,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,12,1,1,2,1,2,0,0,0,1,0,1,0,0,0,0,1,1,1,2,0,1,1,0,1,0,0,1,0,6,1,2,4,1,3,3,1,1,2,1,3,3,4,4,5,2,4,3,1,2,1,1,2,2,1
582,non-sample,1,80,41,6,1,1,1,NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,12,1,1,2,1,3,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,6,1,4,4,4,2,3,4,4,4,4,3,3,1,1,1,2,3,2,3,1,2,2,4,4,1
583,non-sample,1,80,41,6,NA,1,NA,NA,1,NA,1,1,NA,1,1,NA,NA,1,1,NA,NA,1,7,2,1,2,1,3,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,4,1,3,4,2,3,4,3,1,2,4,2,3,3,3,3,3,5,5,3,4,2,5,2,4,1
585,non-sample,2,80,41,6,NA,1,NA,NA,1,NA,1,NA,NA,1,1,NA,1,NA,NA,1,1,NA,6,2,1,2,1,2,0,0,0,1,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,3,1,4,4,3,4,4,4,3,3,4,3,3,3,4,4,3,4,2,3,4,5,4,3,3,1
586,non-sample,1,80,41,6,NA,1,1,NA,1,NA,1,1,NA,1,1,NA,1,1,1,1,NA,NA,8,2,1,2,1,2,0,0,1,1,0,1,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,1,0,5,1,2,3,1,3,3,3,3,2,2,2,3,3,4,4,3,4,4,3,4,3,4,2,3,2
590,non-sample,1,80,41,6,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,NA,1,1,9,1,1,1,1,3,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,1,1,0,0,0,1,0,0,5,1,3,4,2,2,2,3,2,3,2,4,3,3,3,4,4,4,1,3,2,2,4,2,3,2
591,non-sample,1,80,41,6,NA,1,NA,NA,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,6,2,1,2,1,3,0,0,1,1,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,5,1,4,4,2,2,2,3,3,3,4,4,4,5,5,3,5,5,3,5,5,4,3,3,4,2
593,non-sample,1,80,41,6,1,1,NA,NA,1,1,1,1,NA,1,1,NA,1,NA,NA,1,1,1,9,2,1,2,1,3,0,0,1,0,0,1,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,1,0,6,1,2,3,3,3,2,3,2,3,2,2,2,3,4,4,5,4,3,3,2,3,4,5,4,2
594,non-sample,1,80,41,6,1,1,NA,NA,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,11,2,1,2,1,2,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,4,1,3,3,2,3,3,3,2,2,2,3,3,4,3,4,3,4,4,4,3,4,4,2,3,2
608,non-sample,1,79,42,6,NA,1,1,1,1,NA,1,1,1,1,1,NA,1,1,1,1,1,1,11,2,1,1,1,3,0,0,1,1,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,1,0,5,1,4,4,1,3,2,4,2,4,4,2,2,2,5,5,2,4,5,3,4,5,3,5,5,1
609,non-sample,1,79,42,6,NA,1,NA,NA,1,1,1,NA,NA,1,1,NA,NA,1,NA,1,NA,NA,6,2,1,2,1,2,0,0,1,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,3,1,2,2,2,3,4,1,2,2,2,3,2,2,4,4,1,5,4,2,2,1,3,1,2,1
610,non-sample,1,79,42,6,NA,1,NA,NA,1,1,1,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,6,2,1,2,1,2,0,0,1,1,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,5,1,1,2,1,2,2,1,2,2,1,3,3,5,5,5,5,5,4,4,4,5,4,1,3,3
611,non-sample,1,79,42,6,1,1,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,5,1,1,2,1,3,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,NA,2,3,4,1,2,2,4,2,1,2,4,4,4,5,5,3,5,4,5,4,1,4,5,3,2
612,non-sample,1,79,42,6,NA,1,NA,NA,1,1,1,1,1,1,1,NA,NA,1,1,NA,NA,1,9,2,1,2,1,3,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,6,1,1,3,1,2,1,2,2,2,1,4,4,4,5,4,5,5,4,4,4,3,3,3,3,2
614,non-sample,1,79,42,6,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,1,11,1,1,1,1,3,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,4,1,4,3,1,2,1,2,3,2,4,4,4,3,5,4,5,5,3,3,4,2,2,3,4,2
619,non-sample,2,79,42,6,1,1,NA,NA,1,1,1,NA,1,1,1,NA,NA,1,1,NA,1,NA,8,2,1,2,1,3,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,NA,2,3,4,1,3,4,1,2,1,1,3,2,4,4,4,5,5,4,2,2,2,3,1,2,1
620,non-sample,2,79,42,6,NA,1,NA,NA,1,1,1,NA,NA,1,1,NA,1,1,1,1,NA,1,9,2,1,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,5,1,4,4,1,1,4,4,4,4,1,4,4,3,5,5,2,3,4,3,3,2,4,1,5,1
624,non-sample,2,78,43,6,1,1,1,NA,1,1,1,1,NA,1,1,NA,1,1,1,1,NA,1,10,1,1,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,5,1,2,3,3,3,3,2,1,3,3,3,3,3,4,4,4,4,1,3,2,2,2,3,4,2
625,non-sample,1,78,43,6,NA,1,NA,NA,1,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,6,2,1,2,1,3,0,0,0,1,0,1,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,1,5,1,3,3,1,3,2,3,1,1,3,3,4,4,5,5,5,5,5,4,4,1,1,1,4,3
626,non-sample,1,78,43,6,1,1,NA,NA,1,1,1,1,NA,1,1,NA,1,1,1,NA,NA,1,9,1,1,2,1,3,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,6,1,2,4,1,3,3,4,3,3,1,3,4,3,4,4,3,4,4,4,3,3,3,3,5,2
627,non-sample,1,78,43,6,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,12,1,1,2,1,3,0,0,1,0,0,1,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,1,0,5,1,2,3,1,3,3,4,1,3,2,3,3,2,3,4,2,5,3,2,4,1,2,2,2,1
632,non-sample,1,77,44,6,1,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,1,1,1,1,10,1,1,1,1,3,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,4,1,1,4,1,1,1,1,1,3,3,3,1,5,5,4,5,5,2,5,5,5,5,2,4,3
633,non-sample,1,77,44,6,NA,1,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,4,2,1,2,1,3,0,0,0,1,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,6,1,2,4,1,2,4,4,3,2,4,4,4,3,5,5,4,5,1,4,4,1,3,2,3,2
634,non-sample,1,77,44,6,1,1,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,4,1,1,2,1,2,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,4,1,1,4,1,2,3,4,3,3,1,4,4,1,3,4,3,4,4,1,4,4,4,2,4,1
642,non-sample,1,76,45,7,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,12,1,1,1,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,5,1,3,3,2,4,4,4,3,4,1,3,4,3,4,4,2,3,4,3,4,4,3,2,5,1
643,non-sample,1,76,45,7,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,6,1,1,1,1,3,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5,1,2,4,2,2,1,4,2,3,2,2,3,2,4,5,2,5,3,4,3,3,2,2,4,2
644,non-sample,1,76,45,7,NA,1,NA,NA,1,1,1,1,NA,1,1,NA,1,1,1,NA,1,1,10,2,1,2,1,3,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,5,1,2,4,2,2,1,3,3,3,1,2,3,3,3,4,4,4,2,5,4,4,3,3,4,2
645,non-sample,1,76,45,7,1,1,1,NA,1,1,1,1,1,1,1,NA,NA,1,1,1,NA,1,10,1,1,2,1,3,0,0,1,1,0,1,0,0,0,0,0,1,1,2,0,1,0,0,1,1,0,1,0,7,1,3,3,1,2,3,3,2,3,3,3,2,3,4,3,3,5,3,3,3,2,3,2,3,2
646,non-sample,1,76,45,7,1,1,NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,1,10,1,1,2,1,2,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,4,1,1,4,1,3,2,3,3,2,2,4,3,4,4,5,3,5,2,2,4,4,4,1,4,2
648,non-sample,2,76,45,7,NA,1,NA,NA,1,NA,1,1,NA,1,1,NA,NA,NA,1,NA,1,1,7,2,1,2,1,3,0,0,0,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,1,0,1,0,4,1,2,3,1,3,3,2,2,3,2,2,1,3,4,2,3,4,3,3,5,5,5,1,4,2
649,non-sample,1,76,45,7,1,1,NA,NA,1,1,1,NA,NA,1,1,NA,1,1,1,1,1,1,10,2,1,2,1,2,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,5,1,2,3,2,3,3,4,3,2,2,2,3,2,2,4,2,4,4,4,3,4,4,2,4,2
654,non-sample,1,75,46,7,NA,1,1,NA,1,NA,1,1,NA,1,1,NA,NA,1,1,1,1,NA,8,2,1,2,1,2,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,5,1,1,3,1,3,3,3,1,1,4,3,4,4,3,4,2,4,3,4,4,1,5,1,3,2
655,non-sample,1,75,46,7,1,1,1,NA,1,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,1,8,2,1,2,1,3,0,0,1,1,0,1,1,0,0,1,0,0,1,2,0,1,0,0,0,0,0,1,0,5,1,3,4,2,3,2,4,3,3,4,3,3,3,4,3,4,5,4,2,4,5,5,3,4,2
656,non-sample,1,75,46,7,NA,1,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,5,2,1,2,1,2,0,0,1,0,0,0,0,0,0,1,0,1,1,2,0,1,0,0,0,1,0,0,0,6,1,1,4,1,2,2,4,2,4,2,4,3,4,4,5,2,5,2,4,3,4,5,2,3,2
657,non-sample,1,75,46,7,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,12,1,1,1,1,3,0,0,1,0,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,4,1,3,4,1,3,2,2,1,3,2,4,3,4,3,2,5,5,1,4,5,4,4,3,4,2
658,non-sample,1,75,46,7,1,1,1,NA,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,11,2,1,2,1,3,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,5,1,2,3,2,3,4,4,2,1,3,3,3,4,4,2,4,5,3,4,3,5,3,3,4,2
659,non-sample,1,75,46,7,NA,1,NA,NA,1,1,1,1,NA,1,1,NA,NA,1,1,1,1,1,10,2,1,2,1,2,0,0,1,1,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,5,1,3,4,2,3,3,3,2,1,2,2,2,4,5,4,4,4,2,4,4,5,4,3,1,2
660,non-sample,1,75,46,7,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,12,1,1,1,1,3,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,NA,2,3,4,1,4,4,4,1,2,2,3,4,3,4,4,4,4,3,4,4,5,5,2,4,2
662,non-sample,1,74,47,7,NA,1,1,NA,1,NA,1,1,NA,1,1,NA,NA,1,1,NA,NA,NA,6,2,1,2,1,2,0,0,1,1,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,6,1,4,4,3,4,3,4,3,4,3,3,3,4,4,4,4,4,3,2,2,2,3,3,3,1
663,non-sample,1,74,47,7,1,1,NA,NA,1,1,1,1,NA,1,1,NA,NA,1,NA,1,1,1,9,1,1,2,1,3,0,0,0,0,0,1,0,0,0,1,0,0,1,2,0,0,0,0,1,0,1,0,0,6,1,3,4,1,3,1,4,2,4,4,4,3,4,5,4,4,5,3,5,2,2,3,4,4,2
664,non-sample,1,74,47,7,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,11,1,1,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,5,1,4,4,3,4,4,4,4,4,3,4,3,5,5,5,3,5,5,5,2,5,1,2,5,1
666,non-sample,1,74,47,7,1,1,NA,NA,1,1,1,NA,NA,1,1,1,NA,1,1,1,NA,1,9,1,1,2,1,3,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,NA,2,1,4,1,2,4,4,1,4,4,4,2,4,3,3,3,4,4,3,5,1,4,1,5,1
667,non-sample,1,74,47,7,NA,1,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,1,1,1,NA,NA,6,2,1,2,1,2,0,0,0,1,0,1,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,1,0,5,1,3,4,1,2,2,2,3,2,3,3,3,4,5,5,4,5,4,3,4,3,4,3,3,2
669,non-sample,2,73,48,7,1,1,1,NA,1,1,1,1,NA,1,1,NA,NA,1,1,NA,1,1,9,2,1,2,1,2,0,0,1,1,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,4,1,2,3,2,2,2,2,2,3,3,3,3,3,4,4,4,3,3,4,4,3,3,2,3,2
